姓名 高数 Java 数据结构 平均成绩 总成绩
张三96 92 99 2 64 193
张三14 16 94 66 58 176
张三48 41 22 5 22 68
张三11 62 64 13 46 139
张三77 79 76 20 58 175
张三16 86 21 5 37 112
张三15 93 42 82 72 217
张三75 69 67 9 48 145
张三84 67 53 27 49 147
张三34 75 60 47 60 182
张三56 72 41 21 44 134
张三15 76 30 2 36 108
张三46 94 94 89 92 277
张三55 41 69 21 43 131
张三63 55 24 11 30 90
张三53 72 5 76 51 153
张三73 35 15 24 24 74
张三3 88 28 65 60 181
张三65 99 1 29 43 129
张三95 75 52 32 53 159
张三23 70 90 21 60 181
张三7 81 32 53 55 166
张三28 24 48 65 45 137
张三41 4 48 30 27 82
张三61 85 90 97 90 272
张三55 2 47 62 37 111
张三73 49 51 20 40 120
张三1 36 92 4 44 132
张三41 65 33 32 43 130
张三86 9 67 38 38 114
张三35 51 59 97 69 207
张三83 79 34 95 69 208
张三60 25 62 45 44 132
张三88 44 33 18 31 95
张三37 80 8 70 52 158
张三93 32 90 59 60 181
张三54 27 24 53 34 104
张三15 47 53 35 45 135
张三5 91 70 45 68 206
张三4 57 86 97 80 240
张三63 34 97 61 64 192
张三16 13 83 83 59 179
张三99 34 64 94 64 192
张三40 39 85 58 60 182
张三23 53 7 42 34 102
张三91 51 12 69 44 132
张三91 63 91 95 83 249
张三27 61 44 60 55 165
张三45 20 85 50 51 155
张三44 0 7 22 9 29
张三45 4 33 27 21 64
张三57 62 56 90 69 208
张三18 65 25 17 35 107
张三76 38 59 92 63 189
张三53 37 77 81 65 195
张三22 15 19 23 19 57
张三86 21 85 84 63 190
张三66 40 92 99 77 231
张三76 40 6 27 24 73
张三60 85 90 9 61 184
张三61 19 81 19 39 119
张三2 49 73 77 66 199
张三37 48 6 94 49 148
张三70 8 69 91 56 168
张三12 20 19 69 36 108
张三91 79 82 72 77 233
张三16 70 47 5 40 122
张三44 51 68 87 68 206
张三79 36 36 97 56 169
张三17 34 92 26 50 152
张三1 29 78 28 45 135
张三59 89 5 0 31 94
张三73 88 70 51 69 209
张三93 68 94 23 61 185
张三39 50 98 81 76 229
张三94 66 88 98 84 252
张三94 54 30 21 35 105
张三43 54 42 15 37 111
张三49 76 40 49 55 165
张三3 76 21 16 37 113
张三37 52 17 33 34 102
张三87 92 48 11 50 151
张三23 36 26 63 41 125
张三14 22 2 30 18 54
张三26 12 24 17 17 53
张三62 24 81 53 52 158
张三99 34 42 84 53 160
张三85 98 46 55 66 199
张三14 88 96 26 70 210
张三30 6 31 45 27 82
张三25 90 81 52 74 223
张三83 51 87 12 50 150
张三33 54 70 26 50 150
张三34 64 71 76 70 211
张三77 8 7 41 18 56
张三26 62 23 24 36 109
张三0 41 75 26 47 142
张三42 15 81 89 61 185
张三88 96 86 73 85 255
张三38 7 29 75 37 111
张三70 60 8 93 53 161
张三30 84 77 56 72 217
张三25 2 36 47 28 85
张三80 41 15 99 51 155
张三52 65 68 4 45 137
张三60 66 97 87 83 250
张三69 15 49 25 29 89
张三80 61 49 36 48 146
张三69 1 81 77 53 159
张三96 97 92 46 78 235
张三50 77 30 22 43 129
张三50 88 33 14 45 135
张三82 93 64 39 65 196
张三12 70 75 12 52 157
张三88 57 4 67 42 128
张三2 33 37 2 24 72
张三53 21 86 85 64 192
张三41 49 79 38 55 166
张三83 42 45 65 50 152
张三38 78 88 85 83 251
张三81 30 81 61 57 172
张三16 46 67 50 54 163
张三12 82 72 21 58 175
张三51 43 22 8 24 73
张三70 39 38 39 38 116
张三49 79 51 57 62 187
张三76 61 65 75 67 201
张三4 72 75 52 66 199
张三68 72 54 25 50 151
张三7 97 67 95 86 259
张三54 20 51 98 56 169
张三5 92 62 71 75 225
张三49 87 67 53 69 207
张三19 99 61 74 78 234
张三11 97 5 92 64 194
张三69 7 72 55 44 134
张三56 44 40 10 31 94
张三85 2 22 77 33 101
张三4 28 28 58 38 114
张三81 58 61 73 64 192
张三88 55 38 52 48 145
张三22 11 32 44 29 87
张三47 65 34 64 54 163
张三31 11 69 24 34 104
张三55 75 48 46 56 169
张三93 39 66 16 40 121
张三79 55 18 85 52 158
张三65 27 14 73 38 114
张三64 82 94 5 60 181
张三94 31 1 69 33 101
张三81 28 29 40 32 97
张三5 44 27 1 24 72
张三89 88 98 55 80 241
张三14 31 81 97 69 209
张三4 51 28 97 58 176
张三73 47 65 33 48 145
张三63 53 29 85 55 167
张三48 56 90 91 79 237
张三42 99 49 86 78 234
张三97 59 52 86 65 197
张三49 17 3 32 17 52
张三97 17 80 70 55 167
张三15 82 44 71 65 197
张三24 4 8 85 32 97
张三45 37 77 56 56 170
张三8 41 8 4 17 53
张三3 87 36 30 51 153
张三97 98 3 9 36 110
张三59 51 78 41 56 170
张三8 47 23 82 50 152
张三86 86 47 0 44 133
张三55 21 97 4 40 122
张三23 36 37 86 53 159
张三75 13 72 91 58 176
张三28 53 42 26 40 121
张三94 2 15 21 12 38
张三75 1 65 34 33 100
张三5 6 47 23 25 76
张三82 45 47 74 55 166
张三47 92 91 24 69 207
张三78 70 16 79 55 165
张三14 0 53 94 49 147
张三31 99 79 50 76 228
张三25 53 60 20 44 133
张三9 98 2 8 36 108
张三37 57 25 4 28 86
张三40 84 51 82 72 217
张三82 29 18 65 37 112
张三88 81 97 38 72 216
张三64 95 52 95 80 242
张三68 78 94 11 61 183
张三39 39 22 90 50 151
张三73 2 92 72 55 166
张三70 16 58 60 44 134
张三69 96 48 43 62 187
张三28 44 69 97 70 210
张三93 63 35 54 50 152
张三81 33 94 40 55 167
张三59 36 72 2 36 110
张三96 43 3 79 41 125
张三53 56 21 49 42 126
张三37 44 80 78 67 202
张三79 90 24 61 58 175
张三39 44 11 15 23 70
张三74 20 76 12 36 108
张三94 8 56 67 43 131
张三19 66 60 61 62 187
张三82 59 48 86 64 193
张三6 43 83 94 73 220
张三14 71 93 44 69 208
张三36 68 0 6 24 74
张三92 70 35 56 53 161
张三68 43 4 29 25 76
张三99 97 7 81 61 185
张三32 0 19 63 27 82
张三52 31 4 88 41 123
张三79 89 42 53 61 184
张三16 41 30 26 32 97
张三37 21 97 16 44 134
张三42 36 13 23 24 72
张三98 17 6 17 13 40
张三65 29 89 36 51 154
张三38 21 0 41 20 62
张三3 18 97 84 66 199
张三60 73 10 26 36 109
张三29 84 40 67 63 191
张三17 56 21 30 35 107
张三1 19 0 51 23 70
张三32 53 72 66 63 191
张三79 59 11 51 40 121
张三46 97 44 28 56 169
张三67 87 36 63 62 186
张三49 76 57 70 67 203
张三54 11 96 22 43 129
张三75 43 78 38 53 159
张三46 52 40 84 58 176
张三74 44 10 58 37 112
张三1 84 68 49 67 201
张三82 45 7 20 24 72
张三24 22 40 0 20 62
张三51 45 41 24 36 110
张三85 37 31 2 23 70
张三26 92 14 66 57 172
张三52 57 17 84 52 158
张三67 40 94 99 77 233
张三58 74 97 24 65 195
张三49 16 15 73 34 104
张三54 68 96 80 81 244
张三5 89 68 54 70 211
张三8 25 1 52 26 78
张三83 51 76 80 69 207
张三44 94 15 68 59 177
张三27 62 31 84 59 177
张三53 28 42 26 32 96
张三17 11 34 17 20 62
张三2 97 34 40 57 171
张三25 95 71 30 65 196
张三26 59 66 56 60 181
张三57 29 1 11 13 41
张三82 41 14 60 38 115
张三9 26 56 82 54 164
张三2 63 58 77 66 198
张三46 11 76 1 29 88
张三71 93 35 38 55 166
张三73 72 20 22 38 114
张三12 39 2 60 33 101
张三86 47 32 16 31 95
张三69 97 0 78 58 175
张三86 0 56 46 34 102
张三1 19 29 11 19 59
张三16 44 22 58 41 124
张三41 74 57 52 61 183
张三60 20 50 25 31 95
张三79 3 39 26 22 68
张三89 13 51 53 39 117
张三76 4 16 41 20 61
张三58 86 8 49 47 143
张三9 93 17 37 49 147
张三3 72 73 99 81 244
张三16 25 89 1 38 115
张三63 20 24 7 17 51
张三86 74 17 8 33 99
张三42 17 48 89 51 154
张三3 8 20 1 9 29
张三92 27 52 47 42 126
张三61 0 38 27 21 65
张三63 99 28 30 52 157
张三89 66 33 84 61 183
张三75 55 10 80 48 145
张三56 27 73 50 50 150
张三87 63 5 29 32 97
张三61 27 79 1 35 107
张三74 32 87 61 60 180
张三10 52 53 34 46 139
张三50 10 83 91 61 184
张三38 43 3 60 35 106
张三74 52 91 6 49 149
张三33 92 52 22 55 166
张三51 9 13 69 30 91
张三75 62 91 59 70 212
张三1 38 88 95 73 221
张三84 74 98 27 66 199
张三57 34 56 30 40 120
张三44 41 59 33 44 133
张三25 52 94 11 52 157
张三54 68 42 60 56 170
张三8 51 6 78 45 135
张三18 19 16 76 37 111
张三84 86 51 62 66 199
张三77 29 28 57 38 114
张三81 30 40 88 52 158
张三35 27 59 82 56 168
张三96 98 53 40 63 191
张三47 76 32 52 53 160
张三52 13 30 0 14 43
张三66 64 53 66 61 183
张三87 28 64 57 49 149
张三61 85 90 48 74 223
张三15 97 80 22 66 199
张三56 9 37 99 48 145
张三10 59 84 29 57 172
张三61 24 1 35 20 60
张三3 78 27 90 65 195
张三80 98 23 19 46 140
张三84 59 1 32 30 92
张三21 93 21 7 40 121
张三62 13 68 44 41 125
张三61 32 9 64 35 105
张三15 69 97 2 56 168
张三13 8 26 22 18 56
张三32 36 49 60 48 145
张三11 62 92 78 77 232
张三44 70 41 14 41 125
张三23 96 71 66 77 233
张三76 96 77 90 87 263
张三32 91 99 38 76 228
张三78 96 28 98 74 222
张三61 29 17 55 33 101
张三18 55 99 65 73 219
张三35 63 9 53 41 125
张三42 30 13 39 27 82
张三98 67 51 46 54 164
张三30 92 4 10 35 106
张三25 68 97 86 83 251
张三14 37 92 14 47 143
张三10 44 77 81 67 202
张三25 83 91 7 60 181
张三5 28 73 49 50 150
张三90 92 67 12 57 171
张三52 63 3 45 37 111
张三3 83 53 87 74 223
张三37 3 36 18 19 57
张三25 35 70 85 63 190
张三31 34 90 54 59 178
张三2 75 39 63 59 177
张三33 79 25 25 43 129
张三1 23 66 93 60 182
张三11 13 4 55 24 72
张三99 30 29 82 47 141
张三99 77 93 64 78 234
张三78 19 14 76 36 109
张三16 98 29 61 62 188
张三17 36 75 39 50 150
张三1 37 64 80 60 181
张三70 60 8 12 26 80
张三75 20 82 96 66 198
张三85 29 70 95 64 194
张三97 32 25 67 41 124
张三99 76 78 13 55 167
张三50 81 90 74 81 245
张三4 99 79 55 77 233
张三85 50 91 56 65 197
张三84 88 69 0 52 157
张三14 3 68 85 52 156
张三60 0 94 62 52 156
张三15 10 15 4 9 29
张三96 45 78 23 48 146
张三12 14 56 26 32 96
张三47 26 51 42 39 119
张三19 44 69 76 63 189
张三58 51 74 52 59 177
张三73 49 66 23 46 138
张三42 0 76 70 48 146
张三4 16 59 31 35 106
张三6 30 70 14 38 114
张三0 88 79 14 60 181
张三80 28 93 80 67 201
张三69 1 24 97 40 122
张三93 76 89 13 59 178
张三15 2 54 10 22 66
张三88 60 51 2 37 113
张三75 9 63 54 42 126
张三65 46 63 74 61 183
张三81 48 91 25 54 164
张三15 19 25 46 30 90
张三45 62 52 98 70 212
张三62 34 44 89 55 167
张三80 66 3 83 50 152
张三29 42 34 2 26 78
张三18 18 77 24 39 119
张三8 89 45 87 73 221
张三68 18 40 88 48 146
张三97 85 24 98 69 207
张三30 53 66 82 67 201
张三17 17 78 86 60 181
张三78 43 27 81 50 151
张三41 34 78 67 59 179
张三48 80 44 57 60 181
张三90 25 43 90 52 158
张三15 45 51 50 48 146
张三80 89 86 77 84 252
张三36 39 64 15 39 118
张三27 46 4 63 37 113
张三92 92 57 35 61 184
张三35 53 45 65 54 163
张三71 9 84 81 58 174
张三32 12 7 41 20 60
张三50 67 7 78 50 152
张三33 90 16 39 48 145
张三86 1 14 79 31 94
张三33 1 6 28 11 35
张三27 9 36 78 41 123
张三68 89 10 78 59 177
张三78 78 98 5 60 181
张三93 39 14 23 25 76
张三16 16 67 84 55 167
张三64 98 39 8 48 145
张三22 38 77 59 58 174
张三37 74 62 41 59 177
张三63 39 41 92 57 172
张三91 63 84 70 72 217
张三66 42 90 14 48 146
张三68 98 99 60 85 257
张三54 33 93 82 69 208
张三80 41 39 59 46 139
张三32 96 45 46 62 187
张三7 54 83 56 64 193
张三49 7 37 63 35 107
张三7 14 66 75 51 155
张三82 75 31 92 66 198
张三10 76 19 72 55 167
张三0 19 14 57 30 90
张三59 73 25 19 39 117
张三11 16 8 76 33 100
张三17 28 87 77 64 192
张三13 80 41 79 66 200
张三69 13 20 18 17 51
张三89 34 30 63 42 127
张三76 69 26 47 47 142
张三7 1 14 72 29 87
张三53 90 17 97 68 204
张三38 18 46 82 48 146
张三0 15 92 46 51 153
张三99 47 27 35 36 109
张三91 96 76 60 77 232
张三60 50 41 67 52 158
张三99 32 81 35 49 148
张三0 34 37 95 55 166
张三23 86 59 41 62 186
张三88 98 47 81 75 226
张三39 21 33 58 37 112
张三31 32 45 82 53 159
张三90 31 52 57 46 140
张三1 41 94 50 61 185
张三86 42 84 80 68 206
张三48 17 25 47 29 89
张三85 22 58 18 32 98
张三58 59 43 80 60 182
张三71 19 13 90 40 122
张三99 23 69 82 58 174
张三52 99 9 59 55 167
张三91 57 46 88 63 191
张三40 92 30 60 60 182
张三68 43 78 81 67 202
张三92 30 49 17 32 96
张三25 61 86 10 52 157
张三25 52 65 67 61 184
张三74 34 71 4 36 109
张三22 13 28 27 22 68
张三52 38 59 31 42 128
张三4 11 92 67 56 170
张三45 68 40 83 63 191
张三36 34 80 78 64 192
张三29 98 28 83 69 209
张三79 68 54 45 55 167
张三44 87 19 33 46 139
张三21 45 5 72 40 122
张三41 10 9 72 30 91
张三38 5 28 2 11 35
张三83 8 7 0 5 15
张三76 99 30 49 59 178
张三77 4 47 74 41 125
张三46 74 90 26 63 190
张三75 23 98 14 45 135
张三85 99 83 23 68 205
张三74 95 11 48 51 154
张三12 25 15 99 46 139
张三84 59 65 88 70 212
张三92 10 42 67 39 119
张三76 78 84 32 64 194
张三85 16 79 89 61 184
张三4 31 58 12 33 101
张三33 87 99 22 69 208
张三63 56 74 52 60 182
张三30 63 2 74 46 139
张三45 47 48 95 63 190
张三64 64 92 57 71 213
张三89 36 11 10 19 57
张三31 83 85 55 74 223
张三45 13 88 5 35 106
张三55 52 61 39 50 152
张三91 58 79 87 74 224
张三75 66 95 99 86 260
张三83 94 24 56 58 174
张三73 3 70 68 47 141
张三15 90 21 25 45 136
张三59 42 34 71 49 147
张三30 63 15 93 57 171
张三31 92 49 15 52 156
张三3 58 86 28 57 172
张三83 82 65 99 82 246
张三87 16 7 23 15 46
张三31 54 2 25 27 81
张三99 47 46 38 43 131
张三65 89 24 23 45 136
张三72 76 22 44 47 142
张三68 35 42 29 35 106
张三23 24 58 26 36 108
张三40 26 79 79 61 184
张三91 48 89 18 51 155
张三32 11 83 10 34 104
张三57 43 97 65 68 205
张三79 32 78 69 59 179
张三52 84 0 50 44 134
张三68 16 67 89 57 172
张三1 70 22 21 37 113
张三1 75 54 67 65 196
张三74 84 3 5 30 92
张三34 31 42 63 45 136
张三39 88 32 10 43 130
张三96 96 7 4 35 107
张三30 13 20 25 19 58
张三19 92 76 53 73 221
张三81 23 41 91 51 155
张三41 85 45 93 74 223
张三88 53 6 97 52 156
张三58 56 28 17 33 101
张三7 49 47 19 38 115
张三37 53 9 40 34 102
张三86 68 29 12 36 109
张三9 82 45 67 64 194
张三94 15 23 24 20 62
张三25 34 48 83 55 165
张三6 12 93 79 61 184
张三21 69 27 50 48 146
张三42 49 93 66 69 208
张三34 80 87 24 63 191
张三80 41 76 26 47 143
张三69 22 5 36 21 63
张三79 92 45 8 48 145
张三4 91 34 88 71 213
张三95 70 25 60 51 155
张三84 62 99 66 75 227
张三74 98 16 62 58 176
张三39 36 93 71 66 200
张三38 42 55 16 37 113
张三37 60 86 13 53 159
张三22 63 14 58 45 135
张三39 8 5 25 12 38
张三22 32 0 54 28 86
张三33 36 41 97 58 174
张三40 39 25 85 49 149
张三58 69 98 23 63 190
张三69 63 82 56 67 201
张三48 61 97 18 58 176
张三32 57 40 56 51 153
张三47 37 75 59 57 171
张三72 70 27 73 56 170
张三83 30 74 37 47 141
张三67 35 81 41 52 157
张三12 49 90 38 59 177
张三1 59 91 59 69 209
张三53 47 26 81 51 154
张三28 14 42 25 27 81
张三72 77 81 94 84 252
张三3 22 44 63 43 129
张三4 66 60 93 73 219
张三73 62 20 42 41 124
张三19 20 87 99 68 206
张三41 54 58 14 42 126
张三57 57 67 7 43 131
张三62 5 77 22 34 104
张三84 38 13 1 17 52
张三21 11 51 50 37 112
张三76 23 36 68 42 127
张三3 42 84 19 48 145
张三6 80 88 52 73 220
张三66 80 45 52 59 177
张三83 37 70 72 59 179
张三61 68 94 59 73 221
张三0 37 69 66 57 172
张三76 90 69 18 59 177
张三68 40 82 62 61 184
张三85 94 98 54 82 246
张三40 93 37 66 65 196
张三33 31 78 36 48 145
张三68 49 13 35 32 97
张三98 72 15 49 45 136
张三30 13 39 63 38 115
张三92 16 25 10 17 51
张三37 37 6 5 16 48
张三8 12 56 34 34 102
张三93 12 23 20 18 55
张三19 51 41 74 55 166
张三75 10 12 85 35 107
张三82 10 34 79 41 123
张三51 72 15 51 46 138
张三15 46 67 58 57 171
张三60 65 58 13 45 136
张三34 65 37 41 47 143
张三22 38 96 9 47 143
张三82 37 1 56 31 94
张三34 49 38 6 31 93
张三82 11 51 98 53 160
张三2 56 18 1 25 75
张三86 54 93 30 59 177
张三88 82 69 61 70 212
张三22 29 49 50 42 128
张三77 0 14 90 34 104
张三49 81 54 23 52 158
张三8 0 72 70 47 142
张三65 84 24 45 51 153
张三7 35 57 40 44 132
张三45 83 15 10 36 108
张三20 51 15 96 54 162
张三91 35 94 74 67 203
张三43 64 9 32 35 105
张三27 19 98 52 56 169
张三86 12 81 54 49 147
张三70 77 47 91 71 215
张三23 23 14 29 22 66
张三54 12 42 96 50 150
张三11 64 2 61 42 127
张三98 48 60 9 39 117
张三92 55 87 11 51 153
张三46 21 33 71 41 125
张三95 83 16 83 60 182
张三0 73 57 10 46 140
张三8 25 47 59 43 131
张三46 56 93 33 60 182
张三96 91 85 54 76 230
张三46 71 39 30 46 140
张三69 22 43 15 26 80
张三13 0 79 2 27 81
张三41 23 43 96 54 162
张三38 1 59 72 44 132
张三23 2 24 76 34 102
张三5 81 31 57 56 169
张三46 55 2 4 20 61
张三11 70 65 86 73 221
张三5 14 6 82 34 102
张三8 41 30 17 29 88
张三80 44 89 38 57 171
张三97 77 83 70 76 230
张三53 67 79 27 57 173
张三58 58 20 78 52 156
张三45 33 38 77 49 148
张三6 27 82 45 51 154
张三49 85 13 64 54 162
张三92 65 22 37 41 124
张三1 69 19 79 55 167
张三82 70 64 57 63 191
张三48 99 99 37 78 235
张三7 27 18 78 41 123
张三95 78 16 7 33 101
张三56 19 39 42 33 100
张三25 26 98 7 43 131
张三44 9 32 38 26 79
张三48 67 40 57 54 164
张三89 90 39 22 50 151
张三5 88 22 3 37 113
张三77 0 78 39 39 117
张三41 68 5 52 41 125
张三7 20 1 67 29 88
张三22 20 15 67 34 102
张三28 35 1 96 44 132
张三57 18 23 42 27 83
张三21 6 87 84 59 177
张三56 7 78 24 36 109
张三89 74 90 94 86 258
张三26 82 66 68 72 216
张三54 26 93 74 64 193
张三99 23 83 46 50 152
张三75 67 83 45 65 195
张三24 2 54 31 29 87
张三34 81 74 14 56 169
张三96 97 41 43 60 181
张三66 86 40 5 43 131
张三72 99 7 21 42 127
张三5 11 67 10 29 88
张三20 70 53 48 57 171
张三0 46 15 74 45 135
张三95 2 15 63 26 80
张三4 42 35 75 50 152
张三25 92 13 24 43 129
张三48 79 92 62 77 233
张三78 22 80 11 37 113
张三54 2 94 74 56 170
张三18 4 3 71 26 78
张三37 14 18 34 22 66
张三80 51 78 63 64 192
张三22 68 78 98 81 244
张三24 60 31 51 47 142
张三54 97 2 15 38 114
张三50 25 86 30 47 141
张三92 82 78 4 54 164
张三71 33 62 14 36 109
张三4 24 15 82 40 121
张三95 88 34 12 44 134
张三10 2 16 78 32 96
张三52 68 99 49 72 216
张三47 12 50 17 26 79
张三57 32 20 41 31 93
张三37 18 0 77 31 95
张三21 10 49 17 25 76
张三87 76 85 41 67 202
张三31 45 46 31 40 122
张三71 98 14 87 66 199
张三64 81 44 33 52 158
张三41 63 5 9 25 77
张三6 15 29 83 42 127
张三89 12 83 51 48 146
张三0 39 45 17 33 101
张三57 71 32 93 65 196
张三39 60 21 8 29 89
张三51 78 75 28 60 181
张三62 75 99 87 87 261
张三21 33 6 18 19 57
张三47 13 6 1 6 20
张三16 82 83 16 60 181
张三97 3 87 37 42 127
张三4 95 81 92 89 268
张三48 16 14 33 21 63
张三37 27 39 1 22 67
张三64 81 13 52 48 146
张三99 43 71 84 66 198
张三1 89 0 99 62 188
张三55 58 9 80 49 147
张三37 25 92 98 71 215
张三2 33 5 1 13 39
张三8 99 50 70 73 219
张三75 7 17 99 41 123
张三5 57 78 60 65 195
张三81 72 39 10 40 121
张三11 0 52 21 24 73
张三46 18 60 75 51 153
张三91 43 92 53 62 188
张三93 97 71 60 76 228
张三52 85 81 46 70 212
张三13 96 40 28 54 164
张三53 73 88 77 79 238
张三77 5 23 44 24 72
张三24 96 64 57 72 217
张三87 32 94 94 73 220
张三13 19 14 48 27 81
张三5 87 12 71 56 170
张三90 55 55 70 60 180
张三72 52 41 54 49 147
张三63 40 22 75 45 137
张三15 5 99 73 59 177
张三91 48 84 71 67 203
张三19 45 20 43 36 108
张三0 69 68 10 49 147
张三86 75 25 15 38 115
张三22 30 23 76 43 129
张三36 8 57 72 45 137
张三42 42 54 38 44 134
张三2 4 17 55 25 76
张三98 91 20 58 56 169
张三26 78 12 29 39 119
张三71 15 70 56 47 141
张三66 14 95 92 67 201
张三82 32 59 86 59 177
张三75 79 60 1 46 140
张三52 12 77 77 55 166
张三92 32 34 71 45 137
张三15 6 78 19 34 103
张三72 54 52 65 57 171
张三84 72 84 29 61 185
张三48 69 39 81 63 189
张三99 72 16 10 32 98
张三85 10 10 6 8 26
张三27 22 69 83 58 174
张三87 56 73 98 75 227
张三80 13 26 73 37 112
张三56 52 99 4 51 155
张三63 48 95 63 68 206
张三17 78 86 33 65 197
张三92 62 1 56 39 119
张三61 34 36 43 37 113
张三25 0 69 0 23 69
张三65 57 13 14 28 84
张三97 98 81 78 85 257
张三91 85 75 97 85 257
张三64 79 98 62 79 239
张三80 37 67 83 62 187
张三84 49 70 74 64 193
张三88 67 34 30 43 131
张三94 75 86 24 61 185
张三27 21 96 22 46 139
张三68 63 25 96 61 184
张三12 1 87 75 54 163
张三56 80 25 18 41 123
张三26 5 43 92 46 140
张三43 83 64 28 58 175
张三60 21 4 37 20 62
张三74 46 33 24 34 103
张三75 65 63 4 44 132
张三42 98 43 63 68 204
张三9 9 64 59 44 132
张三30 28 84 42 51 154
张三18 42 49 6 32 97
张三47 96 51 82 76 229
张三24 44 99 17 53 160
张三18 70 82 95 82 247
张三8 79 12 97 62 188
张三0 84 81 0 55 165
张三80 36 26 89 50 151
张三35 70 31 27 42 128
张三2 62 70 52 61 184
张三76 21 7 20 16 48
张三50 83 4 41 42 128
张三37 88 46 26 53 160
张三53 1 89 92 60 182
张三50 13 43 42 32 98
张三14 1 76 87 54 164
张三37 47 63 36 48 146
张三43 23 36 45 34 104
张三26 22 13 89 41 124
张三25 79 43 74 65 196
张三72 60 88 4 50 152
张三7 9 90 65 54 164
张三62 38 97 89 74 224
张三99 17 16 35 22 68
张三4 56 42 10 36 108
张三94 32 49 34 38 115
张三52 62 86 66 71 214
张三69 77 5 69 50 151
张三95 38 51 34 41 123
张三22 46 5 26 25 77
张三16 53 18 91 54 162
张三51 21 86 87 64 194
张三15 29 32 5 22 66
张三77 78 24 60 54 162
张三33 87 25 47 53 159
张三82 67 0 88 51 155
张三26 58 16 87 53 161
张三97 65 73 98 78 236
张三86 83 50 49 60 182
张三69 25 34 99 52 158
张三94 35 76 52 54 163
张三0 94 67 49 70 210
张三59 36 89 71 65 196
张三10 53 36 46 45 135
张三82 58 85 78 73 221
张三5 98 66 13 59 177
张三36 17 93 46 52 156
张三22 93 6 88 62 187
张三69 15 86 45 48 146
张三91 39 74 26 46 139
张三53 83 98 56 79 237
张三44 35 25 83 47 143
张三49 20 87 59 55 166
张三47 56 5 47 36 108
张三56 52 18 2 24 72
张三50 45 62 16 41 123
张三59 37 66 54 52 157
张三65 4 47 51 34 102
张三9 93 60 69 74 222
张三32 33 12 59 34 104
张三82 41 10 46 32 97
张三22 47 89 64 66 200
张三9 69 5 55 43 129
张三96 82 19 95 65 196
张三81 71 54 54 59 179
张三7 50 48 89 62 187
张三54 11 17 17 15 45
张三26 19 27 73 39 119
张三18 20 60 67 49 147
张三31 24 60 97 60 181
张三12 33 7 63 34 103
张三64 41 15 24 26 80
张三86 4 92 92 62 188
张三87 66 70 93 76 229
张三46 77 28 67 57 172
张三54 88 64 10 54 162
张三35 84 39 35 52 158
张三97 56 86 48 63 190
张三40 14 35 36 28 85
张三2 71 4 42 39 117
张三17 63 22 71 52 156
张三98 49 34 20 34 103
张三83 58 64 87 69 209
张三8 44 90 13 49 147
张三15 27 57 47 43 131
张三23 23 72 18 37 113
张三51 42 78 88 69 208
张三4 35 69 16 40 120
张三95 73 4 64 47 141
张三19 18 11 74 34 103
张三48 12 36 9 19 57
张三67 17 67 74 52 158
张三43 75 62 6 47 143
张三60 38 92 52 60 182
张三43 77 33 22 44 132
张三44 40 67 46 51 153
张三26 38 62 43 47 143
张三98 42 71 64 59 177
张三72 76 49 29 51 154
张三40 2 11 56 23 69
张三32 86 97 72 85 255
张三9 93 57 23 57 173
张三30 9 77 30 38 116
张三31 86 91 96 91 273
张三39 46 53 47 48 146
张三72 4 58 99 53 161
张三28 75 70 18 54 163
张三33 25 67 42 44 134
张三66 62 80 35 59 177
张三49 33 91 26 50 150
张三46 82 49 23 51 154
张三93 46 66 57 56 169
张三44 0 61 66 42 127
张三98 82 83 97 87 262
张三43 61 38 68 55 167
张三44 31 17 2 16 50
张三75 94 17 11 40 122
张三82 45 48 14 35 107
张三71 47 65 89 67 201
张三80 66 63 27 52 156
张三15 74 19 49 47 142
张三19 57 50 29 45 136
张三41 74 83 58 71 215
张三85 1 8 86 31 95
张三32 34 29 68 43 131
张三15 88 44 40 57 172
张三90 30 59 71 53 160
张三97 97 42 17 52 156
张三1 92 49 46 62 187
张三52 48 3 78 43 129
张三8 28 81 45 51 154
张三20 91 3 51 48 145
张三70 81 8 75 54 164
张三52 32 19 41 30 92
张三64 37 41 71 49 149
张三63 41 16 89 48 146
张三59 35 39 63 45 137
张三97 72 98 32 67 202
张三83 27 28 83 46 138
张三38 95 64 2 53 161
张三36 4 6 73 27 83
张三26 34 20 36 30 90
张三37 76 93 80 83 249
张三85 34 45 8 29 87
张三17 70 28 50 49 148
张三81 24 2 99 41 125
张三74 95 40 65 66 200
张三45 41 53 63 52 157
张三58 84 36 76 65 196
张三44 32 15 54 33 101
张三66 6 75 35 38 116
张三71 46 51 30 42 127
张三55 7 35 16 19 58
张三12 89 14 42 48 145
张三98 43 82 90 71 215
张三85 98 64 71 77 233
张三44 80 5 93 59 178
张三65 65 23 83 57 171
张三70 10 67 95 57 172
张三62 9 62 6 25 77
张三14 82 97 58 79 237
张三75 74 17 45 45 136
张三46 53 17 55 41 125
张三80 23 73 0 32 96
张三5 27 73 78 59 178
张三2 23 78 52 51 153
张三11 98 32 49 59 179
张三81 67 74 18 53 159
张三34 55 42 28 41 125
张三39 68 44 4 38 116
张三76 94 79 73 82 246
张三3 19 21 5 15 45
张三99 48 35 1 28 84
张三41 15 16 28 19 59
张三96 29 5 45 26 79
张三22 58 48 36 47 142
张三11 48 83 16 49 147
张三97 24 81 40 48 145
